lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,loss_val,pos_val,cell_val,atomic_numbers_val
5e-06,49,,,,,,,,,,,,,
,49,0.4106408953666687,2.9581074714660645,0.00871702004224062,0.10611310601234436,0,,,,,,,,
,60,,,,,0,0.5111878514289856,3.4568405151367188,0.025135664269328117,0.14036811888217926,,,,
5e-06,99,,,,,,,,,,,,,
,99,0.5573330521583557,3.75770902633667,0.01354500837624073,0.16801714897155762,1,,,,,,,,
,121,,,,,1,0.5118141174316406,3.485926389694214,0.029933491721749306,0.1332879662513733,,,,
5e-06,149,,,,,,,,,,,,,
,149,0.42154479026794434,2.2461531162261963,0.04854750260710716,0.14838197827339172,2,,,,,,,,
,182,,,,,2,0.4939364194869995,3.3305983543395996,0.025509940460324287,0.13536669313907623,,,,
5e-06,199,,,,,,,,,,,,,
,199,0.38363224267959595,2.234363555908203,0.009450264275074005,0.15074560046195984,3,,,,,,,,
,243,,,,,3,0.5115445256233215,3.555271863937378,0.029205983504652977,0.1268114298582077,,,,
5e-06,249,,,,,,,,,,,,,
,249,0.46260273456573486,3.1549408435821533,0.02020011842250824,0.12690852582454681,4,,,,,,,,
5e-06,299,,,,,,,,,,,,,
,299,0.5086734294891357,3.8891992568969727,0.01376106683164835,0.10599243640899658,4,,,,,,,,
,304,,,,,4,,,,,0.5229091644287109,3.5644538402557373,0.031188884750008583,0.13527493178844452
,304,,,,,4,0.49629101157188416,3.448619842529297,0.025937609374523163,0.1254914104938507,,,,
5e-06,349,,,,,,,,,,,,,
,349,0.4951462745666504,3.2377066612243652,0.04495139792561531,0.12642419338226318,5,,,,,,,,
,365,,,,,5,0.4964628219604492,3.4907491207122803,0.022052615880966187,0.12533529102802277,,,,
5e-06,399,,,,,,,,,,,,,
,399,0.4382499158382416,2.9332141876220703,0.010443149134516716,0.1344853788614273,6,,,,,,,,
,426,,,,,6,0.49590495228767395,3.483384132385254,0.023536529392004013,0.12403005361557007,,,,
5e-06,449,,,,,,,,,,,,,
,449,0.48601800203323364,3.476853370666504,0.00723639689385891,0.1310962587594986,7,,,,,,,,
,487,,,,,7,0.5073344707489014,3.5770843029022217,0.02173413708806038,0.12789183855056763,,,,
5e-06,499,,,,,,,,,,,,,
,499,0.38559556007385254,2.251896858215332,0.023727314546704292,0.13667859137058258,8,,,,,,,,
,548,,,,,8,0.50145423412323,3.4964303970336914,0.025367366150021553,0.12644387781620026,,,,
5e-06,549,,,,,,,,,,,,,
,549,0.4267318844795227,2.8311290740966797,0.022732991725206375,0.12088597565889359,9,,,,,,,,
5e-06,599,,,,,,,,,,,,,
,599,0.5725351572036743,3.9740612506866455,0.029528578743338585,0.14560045301914215,9,,,,,,,,
,609,,,,,9,,,,,0.4795365631580353,3.24739408493042,0.015808867290616035,0.13898830115795135
,609,,,,,9,0.5022482872009277,3.5114080905914307,0.021701041609048843,0.12940643727779388,,,,
5e-06,649,,,,,,,,,,,,,
,649,0.36421674489974976,2.203221559524536,0.017172280699014664,0.1267223060131073,10,,,,,,,,
,670,,,,,10,0.4916243553161621,3.3903396129608154,0.02694157510995865,0.12564890086650848,,,,
5e-06,699,,,,,,,,,,,,,
,699,0.5673078894615173,3.894961357116699,0.016120661050081253,0.1616910994052887,11,,,,,,,,
,731,,,,,11,0.48587939143180847,3.367199420928955,0.02101173624396324,0.12814778089523315,,,,
5e-06,749,,,,,,,,,,,,,
,749,0.4598501920700073,3.533883571624756,0.008269562385976315,0.09819228947162628,12,,,,,,,,
,792,,,,,12,0.487727552652359,3.4659430980682373,0.022446123883128166,0.11868710815906525,,,,
5e-06,799,,,,,,,,,,,,,
,799,0.43974706530570984,3.0533699989318848,0.015736285597085953,0.11867377161979675,13,,,,,,,,
5e-06,849,,,,,,,,,,,,,
,849,0.43973100185394287,3.389254570007324,0.017739517614245415,0.08306603878736496,13,,,,,,,,
,853,,,,,13,0.4814458191394806,3.418635129928589,0.02166743390262127,0.11791487038135529,,,,
5e-06,899,,,,,,,,,,,,,
,899,0.43330496549606323,3.1313681602478027,0.016883105039596558,0.1032850369811058,14,,,,,,,,
,914,,,,,14,,,,,0.5014061331748962,3.614051103591919,0.022502116858959198,0.11749892681837082
,914,,,,,14,0.4878237843513489,3.378216505050659,0.025725489482283592,0.12427663803100586,,,,
5e-06,949,,,,,,,,,,,,,
,949,0.41566431522369385,2.295755386352539,0.011001032777130604,0.17508777976036072,15,,,,,,,,
,975,,,,,15,0.48646318912506104,3.474656105041504,0.021449420601129532,0.1175481379032135,,,,
